t	P	cov	vg_standard.mean	vg_standard.CI95l	vg_standard.CI95r	vg_standard_ganc.mean	vg_standard_ganc.CI95l	vg_standard_ganc.CI95r	vg_VarX.mean	vg_VarX.CI95l	vg_VarX.CI95r	vg_Varx_ganc.mean	vg_Varx_ganc.CI95l	vg_Varx_ganc.CI95r	vg_LD.mean	vg_LD.CI95l	vg_LD.CI95r	vg_LD_ganc.mean	vg_LD_ganc.CI95l	vg_LD_ganc.CI95r	model	manc	vanc	exp1	exp2	exp3	exp4	exp.total
18	0.9	neg	0.08751263	0.08124722	0.09359022	0.9998873	0.9779151	1.0229000	0.10505630	0.09776410	0.11123174	1.0386223	1.0125396	1.0581131	0.9432268	0.9328771	0.9539850	0.9415675	0.9300408	0.9539687	CGF	0.48300550	0.15727073	0.9077251	0.09246975	0.058238417	-0.11318663	0.9452466
18	0.9	pos	5.83468678	5.77293818	5.90053726	1.0015447	0.9822653	1.0197840	6.58932773	6.50961059	6.65716190	1.0448785	1.0214306	1.0697437	1.6600568	1.6432589	1.6772733	0.9392989	0.9240814	0.9551771	CGF	0.48668640	0.15731794	0.9076597	0.09251106	0.058255901	 0.60644208	1.6648688
19	0.0	neg	0.82213457	0.80356886	0.84159213	0.9881843	0.9730925	1.0009814	0.83287951	0.81813439	0.85033569	0.9935346	0.9796754	1.0126459	0.9868335	0.9778962	0.9940229	0.9902253	0.9804545	1.0001084	CGF	0.50123582	0.01838848	0.9074014	0.09257613	0.006809379	-0.01323406	0.9935528
19	0.0	pos	1.90478529	1.86347642	1.94955019	1.0160663	1.0006724	1.0345150	1.91230065	1.86685140	1.95316353	1.0210883	1.0092706	1.0327276	1.0816945	1.0688180	1.0941063	0.9946475	0.9823932	1.0073487	CGF	0.50103657	0.01839299	0.9074049	0.09257630	0.006811049	 0.07090281	1.0776950
19	0.9	neg	0.09162160	0.08586058	0.09624559	1.0025249	0.9950008	1.0122284	0.10978455	0.10394578	0.11585524	1.0433559	1.0330778	1.0542553	0.9504100	0.9412119	0.9565262	0.9471401	0.9400880	0.9544621	CGF	0.50055598	0.15296966	0.9074134	0.09257658	0.056645702	-0.11009119	0.9465445
19	0.9	pos	5.85950671	5.73456278	5.97632463	0.9946619	0.9795493	1.0122746	6.60490209	6.46568283	6.75120147	1.0358011	1.0218118	1.0538315	1.6449551	1.6258669	1.6581502	0.9380005	0.9291834	0.9491233	CGF	0.50424627	0.15300181	0.9073479	0.09257002	0.056657608	 0.58980390	1.6463794
 2	0.0	neg	0.25996199	0.25014232	0.27213323	0.9471379	0.9351034	0.9621856	0.28877275	0.27636017	0.30385678	0.9690430	0.9568204	0.9812670	0.9236207	0.9175528	0.9293366	0.9212660	0.9140461	0.9296880	CGF	0.09842479	0.05117737	0.9145545	0.03286004	0.018951328	-0.03683199	0.9295339
 2	0.0	pos	3.63401295	3.55083830	3.72334453	0.9565628	0.9427485	0.9709456	3.83412960	3.74410167	3.92944077	0.9783536	0.9593157	0.9938166	1.1622674	1.1511364	1.1751101	0.9278294	0.9207886	0.9334036	CGF	0.09908992	0.05123072	0.9145427	0.03305770	0.018971082	 0.19748836	1.1640598
 2	0.9	neg	0.12658033	0.11898361	0.13508973	0.9540155	0.9395560	0.9686813	0.15371188	0.14542699	0.16067150	0.9878989	0.9720880	1.0039220	0.9169560	0.9080605	0.9261982	0.9141916	0.9055986	0.9233116	CGF	0.09785216	0.08385136	0.9145647	0.03268961	0.031050729	-0.06034724	0.9179578
 2	0.9	pos	4.20687744	4.10705617	4.29629135	0.9642616	0.9517583	0.9773531	4.67402628	4.57709630	4.78997446	1.0000447	0.9831754	1.0150248	1.3006659	1.2877905	1.3150944	0.9124765	0.9048214	0.9199961	CGF	0.09934524	0.08517273	0.9145382	0.03313348	0.031540040	 0.32833081	1.3075425
20	0.0	neg	0.84208890	0.83160201	0.85260160	0.9956647	0.9800229	1.0096980	0.84952561	0.83735306	0.86228451	1.0019315	0.9828208	1.0170790	0.9903700	0.9819793	0.9983880	0.9973193	0.9882661	1.0075400	CGF	0.51816973	0.01699343	0.9071006	0.09245444	0.006292784	-0.01223005	0.9936178
20	0.0	pos	1.80805438	1.77405734	1.83897862	0.9947082	0.9824952	1.0091437	1.81695077	1.77776671	1.85464996	1.0012666	0.9870567	1.0133399	1.0679738	1.0610062	1.0739443	0.9852516	0.9772272	0.9922748	CGF	0.51811118	0.01708839	0.9071017	0.09245523	0.006327946	 0.06587372	1.0717586
20	0.9	neg	0.09196246	0.08620099	0.09880633	0.9799353	0.9613695	1.0091939	0.10964969	0.10471582	0.11636758	1.0180682	0.9952163	1.0401481	0.9355664	0.9256906	0.9459222	0.9346800	0.9253075	0.9460964	CGF	0.51754978	0.14922585	0.9071117	0.09246264	0.055259345	-0.10739679	0.9474368
20	0.9	pos	5.85039234	5.78498267	5.90547759	1.0021775	0.9798944	1.0315469	6.56612348	6.50531543	6.63861461	1.0447759	1.0142601	1.0823064	1.6311873	1.6121460	1.6521226	0.9418107	0.9290109	0.9545348	CGF	0.52022745	0.14892003	0.9070641	0.09242518	0.055146096	 0.57406910	1.6287045
 3	0.0	neg	0.27834773	0.27431996	0.28263297	0.9701531	0.9616978	0.9788801	0.30658902	0.30116964	0.31102706	0.9932642	0.9839044	1.0012563	0.9417235	0.9350328	0.9482477	0.9426300	0.9366084	0.9483315	CGF	0.12910522	0.05153248	0.9140097	0.04163621	0.019082825	-0.03708756	0.9376411
 3	0.0	pos	3.74199423	3.66121308	3.82679115	0.9648170	0.9573685	0.9743367	3.92537341	3.81984063	4.00648388	0.9861440	0.9781186	0.9942737	1.1687105	1.1617044	1.1743137	0.9321478	0.9282911	0.9359452	CGF	0.13012538	0.05180851	0.9139916	0.04191605	0.019185043	 0.19971568	1.1748083
 3	0.9	neg	0.10350836	0.09842312	0.10894272	0.9687434	0.9527417	0.9847746	0.12624367	0.12003904	0.13266452	1.0082856	0.9913763	1.0220566	0.9214001	0.9144712	0.9296345	0.9208095	0.9128994	0.9275904	CGF	0.12700406	0.10271166	0.9140470	0.04105740	0.038034825	-0.07392086	0.9192184
 3	0.9	pos	4.54706278	4.47181850	4.65324486	0.9697219	0.9597819	0.9787231	5.12716707	5.02697538	5.22658444	1.0081390	0.9988527	1.0162506	1.3916159	1.3805058	1.4061419	0.9119726	0.9032896	0.9207266	CGF	0.13073470	0.10562268	0.9139807	0.04208282	0.039112794	 0.40716294	1.4023393
 4	0.0	neg	0.31806448	0.30810090	0.32611120	0.9715963	0.9501310	1.0002662	0.34427456	0.33551427	0.35201653	0.9920788	0.9704985	1.0123228	0.9452488	0.9329633	0.9581323	0.9473664	0.9350182	0.9588522	CGF	0.15912744	0.04974533	0.9134765	0.04954923	0.018421031	-0.03580136	0.9456454
 4	0.0	pos	3.70011499	3.62927397	3.78485122	0.9812998	0.9708672	0.9934437	3.85223862	3.76533388	3.92695939	1.0019854	0.9899379	1.0186161	1.1696935	1.1611508	1.1792913	0.9465856	0.9398801	0.9537338	CGF	0.16016624	0.05019302	0.9134581	0.04981108	0.018586816	 0.19348817	1.1753442
 4	0.9	neg	0.08550119	0.08075008	0.09229858	0.9580882	0.9384874	0.9754919	0.10505525	0.09994430	0.11162370	0.9986025	0.9770965	1.0169961	0.9142994	0.9032756	0.9239336	0.9095515	0.8985997	0.9201403	CGF	0.15710167	0.11963947	0.9135125	0.04903630	0.044303306	-0.08610368	0.9207484
 4	0.9	pos	4.80663704	4.76493923	4.86638320	0.9670463	0.9541743	0.9827688	5.47467184	5.42374878	5.52598500	1.0060551	0.9939526	1.0224106	1.4636075	1.4536121	1.4733284	0.9101770	0.9017122	0.9197157	CGF	0.16011776	0.12201886	0.9134590	0.04979888	0.045184413	 0.47036829	1.4788105
 5	0.0	neg	0.36460399	0.35548848	0.37380142	0.9811812	0.9656349	0.9983471	0.38995908	0.38046523	0.39870477	1.0007498	0.9848421	1.0225688	0.9578065	0.9468878	0.9669245	0.9543858	0.9449759	0.9647469	CGF	0.18801187	0.04747042	0.9129636	0.05653230	0.017578617	-0.03416412	0.9529104
 5	0.0	pos	3.74237413	3.68784082	3.80329074	0.9649272	0.9491639	0.9834678	3.86297340	3.80383296	3.92687713	0.9828567	0.9682694	0.9959320	1.1614891	1.1511401	1.1704176	0.9422743	0.9291040	0.9533185	CGF	0.18910682	0.04766128	0.9129442	0.05678485	0.017649296	 0.18372861	1.1711069
 5	0.9	neg	0.07955075	0.07331086	0.08626886	0.9664116	0.9498453	0.9832004	0.09791831	0.09199905	0.10471147	1.0101768	0.9930947	1.0259205	0.9152224	0.9076895	0.9221865	0.9123317	0.9031692	0.9230797	CGF	0.18643582	0.13326082	0.9129916	0.05616721	0.049347385	-0.09590687	0.9225993
 5	0.9	pos	5.08623549	5.01407073	5.16171998	0.9696339	0.9505019	0.9890960	5.82230958	5.74125450	5.89342001	1.0130216	0.9964179	1.0322643	1.5331228	1.5170944	1.5497216	0.9105292	0.9009913	0.9224000	CGF	0.18882550	0.13581048	0.9129492	0.05672005	0.050291543	 0.52353336	1.5434941
 6	0.0	neg	0.40115342	0.39620790	0.40642797	0.9805219	0.9664545	0.9939484	0.42581520	0.42014204	0.43350706	0.9990470	0.9873017	1.0131225	0.9612736	0.9523126	0.9668335	0.9596813	0.9536152	0.9662646	CGF	0.21570966	0.04477407	0.9124717	0.06264813	0.016580142	-0.03222358	0.9594764
 6	0.0	pos	3.65512927	3.59383229	3.72007600	0.9787791	0.9581270	0.9994794	3.75889995	3.70652806	3.81061222	0.9960617	0.9768382	1.0129146	1.1627701	1.1506806	1.1746617	0.9571977	0.9463791	0.9668630	CGF	0.21680725	0.04482343	0.9124523	0.06287878	0.016598420	 0.17278902	1.1647185
 6	0.9	neg	0.08036416	0.07528661	0.08575646	0.9845855	0.9746223	0.9935131	0.09906725	0.09144263	0.10544475	1.0280966	1.0157775	1.0378347	0.9262150	0.9217248	0.9306936	0.9232903	0.9191039	0.9297829	CGF	0.21448166	0.14386369	0.9124936	0.06238902	0.053273698	-0.10353768	0.9246186
 6	0.9	pos	5.25723123	5.13891732	5.34901351	0.9924702	0.9783267	1.0070813	6.05520501	5.92830748	6.15038822	1.0385536	1.0225997	1.0531682	1.5957440	1.5790411	1.6069233	0.9223679	0.9148634	0.9319955	CGF	0.21670772	0.14653144	0.9124540	0.06285790	0.054261584	 0.56486136	1.5944349
 7	0.0	neg	0.43584650	0.42377151	0.44919639	0.9777679	0.9510675	1.0019583	0.45632054	0.44641673	0.47056193	0.9929962	0.9692776	1.0119393	0.9598598	0.9504259	0.9703044	0.9634741	0.9523261	0.9739261	CGF	0.24269026	0.04213504	0.9119926	0.06805931	0.015602889	-0.03032429	0.9653305
 7	0.0	pos	3.59093788	3.51847851	3.67314511	0.9801271	0.9629334	0.9959484	3.66444071	3.58397006	3.75150615	0.9943999	0.9747637	1.0179731	1.1549822	1.1445334	1.1673589	0.9571804	0.9476721	0.9665078	CGF	0.24308827	0.04194996	0.9119856	0.06813510	0.015534354	 0.16171213	1.1573671
 7	0.9	neg	0.07557200	0.07142091	0.07950681	0.9978316	0.9806969	1.0174860	0.09342687	0.08816559	0.09846461	1.0439102	1.0253205	1.0642734	0.9289380	0.9201720	0.9369304	0.9265148	0.9168596	0.9340508	CGF	0.24177035	0.15318351	0.9120090	0.06788369	0.056724894	-0.11024509	0.9263725
 7	0.9	pos	5.40517842	5.33840148	5.47714849	1.0104469	0.9959697	1.0276977	6.22695603	6.15633437	6.30486357	1.0572535	1.0381620	1.0724130	1.6437330	1.6280768	1.6662347	0.9299140	0.9206679	0.9381434	CGF	0.24377388	0.15548207	0.9119734	0.06826538	0.057576064	 0.59936499	1.6371798
 8	0.0	neg	0.48743395	0.47851996	0.49772500	0.9958076	0.9752730	1.0135558	0.50868122	0.49927663	0.51993334	1.0112688	0.9944289	1.0309607	0.9746347	0.9623497	0.9850398	0.9751272	0.9652663	0.9851610	CGF	0.26841900	0.03927577	0.9115357	0.07271723	0.014544084	-0.02826649	0.9705306
 8	0.0	pos	3.43713096	3.33569412	3.54213940	0.9929563	0.9698303	1.0123522	3.50373396	3.42207579	3.60785710	1.0086830	0.9848290	1.0308232	1.1502546	1.1360288	1.1644162	0.9665143	0.9532433	0.9824782	CGF	0.26914347	0.03928994	0.9115229	0.07284129	0.014549332	 0.15145808	1.1503716
 8	0.9	neg	0.07046035	0.06756038	0.07332681	0.9736941	0.9509516	0.9911125	0.08693622	0.08264497	0.09072877	1.0188928	0.9942304	1.0361797	0.9194287	0.9074442	0.9289625	0.9161765	0.9058119	0.9249231	CGF	0.26727072	0.16013323	0.9115561	0.07251980	0.059298422	-0.11524676	0.9281276
 8	0.9	pos	5.52464321	5.41436898	5.63952274	0.9889089	0.9769859	1.0011368	6.36620097	6.22776154	6.47591995	1.0338068	1.0219111	1.0476110	1.6664084	1.6513879	1.6814779	0.9208685	0.9128587	0.9297681	CGF	0.27066666	0.16223676	0.9114958	0.07310086	0.060077373	 0.62540353	1.6700776
 9	0.0	neg	0.53976065	0.53246712	0.54750890	1.0040862	0.9880350	1.0193897	0.55998186	0.55252495	0.56861713	1.0173310	0.9995611	1.0318204	0.9803971	0.9761041	0.9854726	0.9826385	0.9743029	0.9916172	CGF	0.29347931	0.03665135	0.9110907	0.07678282	0.013572244	-0.02637772	0.9750680
